Test Name	Language	Components	Gold File	Prediction File	Uploaded Gold File	Uploaded Prediction File	Experiment URI	System	Reference	BLEU	BLEU NLTK	METEOR	chrF++	TER	Error Count	Timestamp	GERBIL version
QALD9Plus-MT	fr	['babelscape_ner', 'mag_el', 'mbart_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-babelscape_ner-mag_el-mbart_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	9db9edeaad424ea094a97e164870bf32QALD9Plus-MT_fr-babelscape_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280102	pred (uploaded)	gold (uploaded)	36.78	0.35	0.37	0.62	0.54	0	2022-09-28 14:42:32	1.2.7
QALD9Plus-MT	fr	['babelscape_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-babelscape_ner-mgenre_el-libre_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	379c869a6fbc4374948c9a7fb52b9668QALD9Plus-MT_fr-babelscape_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280103	pred (uploaded)	gold (uploaded)	30.22	0.31	0.38	0.57	0.58	0	2022-09-28 14:42:42	1.2.7
QALD9Plus-MT	fr	['babelscape_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-babelscape_ner-mgenre_el-opus_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	032491a8244b4f0da3a8fe2a2ef69168QALD9Plus-MT_fr-babelscape_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280104	pred (uploaded)	gold (uploaded)	35.06	0.36	0.38	0.66	0.47	0	2022-09-28 14:42:52	1.2.7
QALD9Plus-MT	fr	['babelscape_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-babelscape_ner-mgenre_el-nllb_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	c309f075d54e463abd0f5681d02d43c2QALD9Plus-MT_fr-babelscape_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280105	pred (uploaded)	gold (uploaded)	36.94	0.37	0.39	0.67	0.47	0	2022-09-28 14:43:02	1.2.7
QALD9Plus-MT	fr	['babelscape_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-babelscape_ner-mgenre_el-mbart_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	4cd0c75fa81444618cff7ee8377dd8eaQALD9Plus-MT_fr-babelscape_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280106	pred (uploaded)	gold (uploaded)	39.28	0.38	0.38	0.65	0.5	0	2022-09-28 14:43:12	1.2.7
QALD9Plus-MT	fr	['davlan_ner', 'mag_el', 'libre_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-davlan_ner-mag_el-libre_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	0e38def0f30840a8bc3b6239d8f541f3QALD9Plus-MT_fr-davlan_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280107	pred (uploaded)	gold (uploaded)	29.55	0.3	0.38	0.57	0.61	0	2022-09-28 14:43:22	1.2.7
QALD9Plus-MT	fr	['davlan_ner', 'mag_el', 'opus_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-davlan_ner-mag_el-opus_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	3bb277b2ce7e4b71ad2ee8f6719ad234QALD9Plus-MT_fr-davlan_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280108	pred (uploaded)	gold (uploaded)	39.95	0.41	0.4	0.68	0.46	0	2022-09-28 14:43:32	1.2.7
QALD9Plus-MT	fr	['davlan_ner', 'mag_el', 'nllb_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-davlan_ner-mag_el-nllb_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	59adfc42b9134c3f947d66598e038472QALD9Plus-MT_fr-davlan_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280109	pred (uploaded)	gold (uploaded)	43.21	0.43	0.43	0.71	0.43	0	2022-09-28 14:43:42	1.2.7
QALD9Plus-MT	fr	['davlan_ner', 'mag_el', 'mbart_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-davlan_ner-mag_el-mbart_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	57a98ffa46ab49caa0545ae333265e7cQALD9Plus-MT_fr-davlan_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280110	pred (uploaded)	gold (uploaded)	39.05	0.38	0.38	0.64	0.49	0	2022-09-28 14:43:52	1.2.7
QALD9Plus-MT	fr	['davlan_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-davlan_ner-mgenre_el-libre_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	eecac50b2f194b32a24e7e38c2f007e8QALD9Plus-MT_fr-davlan_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280111	pred (uploaded)	gold (uploaded)	30.08	0.31	0.38	0.58	0.58	0	2022-09-28 14:44:02	1.2.7
QALD9Plus-MT	fr	['davlan_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-davlan_ner-mgenre_el-opus_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	c3297211636a4dde902d4078ab968ba1QALD9Plus-MT_fr-davlan_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280112	pred (uploaded)	gold (uploaded)	38.27	0.39	0.4	0.68	0.45	0	2022-09-28 14:44:12	1.2.7
QALD9Plus-MT	fr	['davlan_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-davlan_ner-mgenre_el-nllb_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	dc2ae66978a540a58f8b6b615064dca6QALD9Plus-MT_fr-davlan_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280113	pred (uploaded)	gold (uploaded)	41.82	0.43	0.42	0.7	0.4	0	2022-09-28 14:44:23	1.2.7
QALD9Plus-MT	fr	['davlan_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-davlan_ner-mgenre_el-mbart_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	a3f3eeb584b444e0a03e48bd01414694QALD9Plus-MT_fr-davlan_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280114	pred (uploaded)	gold (uploaded)	40.77	0.39	0.39	0.66	0.46	0	2022-09-28 14:44:33	1.2.7
QALD9Plus-MT	fr	['spacy_ner', 'mag_el', 'libre_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-spacy_ner-mag_el-libre_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	f47bb47458014e06a85b64554c1871a6QALD9Plus-MT_fr-spacy_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280115	pred (uploaded)	gold (uploaded)	30.36	0.31	0.38	0.58	0.56	0	2022-09-28 14:44:43	1.2.7
QALD9Plus-MT	fr	['spacy_ner', 'mag_el', 'opus_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-spacy_ner-mag_el-opus_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	022e700e3d2243d69706ea6a6343cb00QALD9Plus-MT_fr-spacy_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280116	pred (uploaded)	gold (uploaded)	36.9	0.38	0.4	0.67	0.44	0	2022-09-28 14:44:53	1.2.7
QALD9Plus-MT	fr	['spacy_ner', 'mag_el', 'nllb_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-spacy_ner-mag_el-nllb_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	7f4eeff65f984a5c95d885d550fe652dQALD9Plus-MT_fr-spacy_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280117	pred (uploaded)	gold (uploaded)	43.35	0.44	0.43	0.71	0.4	0	2022-09-28 14:45:03	1.2.7
QALD9Plus-MT	fr	['spacy_ner', 'mag_el', 'mbart_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-spacy_ner-mag_el-mbart_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	3803c93f92634ed0a254ef41be1f37e5QALD9Plus-MT_fr-spacy_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280118	pred (uploaded)	gold (uploaded)	41.47	0.4	0.39	0.66	0.45	0	2022-09-28 14:45:13	1.2.7
QALD9Plus-MT	fr	['spacy_ner', 'mgenre_el', 'libre_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-spacy_ner-mgenre_el-libre_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	357a12b5d1774bdd92647e7041cd7f1aQALD9Plus-MT_fr-spacy_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280119	pred (uploaded)	gold (uploaded)	30.38	0.31	0.38	0.58	0.56	0	2022-09-28 14:45:23	1.2.7
QALD9Plus-MT	fr	['spacy_ner', 'mgenre_el', 'opus_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-spacy_ner-mgenre_el-opus_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	07dc9179d4c34805994abcff50cdca43QALD9Plus-MT_fr-spacy_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280120	pred (uploaded)	gold (uploaded)	32.81	0.34	0.39	0.66	0.46	0	2022-09-28 14:45:33	1.2.7
QALD9Plus-MT	fr	['spacy_ner', 'mgenre_el', 'nllb_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-spacy_ner-mgenre_el-nllb_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	efa1f52141254ea6b4a4794c44a162e5QALD9Plus-MT_fr-spacy_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280121	pred (uploaded)	gold (uploaded)	40.43	0.41	0.41	0.69	0.41	0	2022-09-28 14:45:43	1.2.7
QALD9Plus-MT	fr	['spacy_ner', 'mgenre_el', 'mbart_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-spacy_ner-mgenre_el-mbart_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	18749dccaa64457e8bec003a2717e105QALD9Plus-MT_fr-spacy_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280122	pred (uploaded)	gold (uploaded)	40.35	0.39	0.39	0.66	0.46	0	2022-09-28 14:45:53	1.2.7
QALD9Plus-MT	fr	['no_ner', 'no_el', 'libre_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-no_ner-no_el-libre_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	c094df41646b4057905e92e625e29407QALD9Plus-MT_fr-no_ner-no_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280123	pred (uploaded)	gold (uploaded)	32.29	0.33	0.38	0.6	0.52	0	2022-09-28 14:46:04	1.2.7
QALD9Plus-MT	fr	['no_ner', 'no_el', 'opus_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-no_ner-no_el-opus_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	0f3c0dcfb27d42c59dbf3d90db58003eQALD9Plus-MT_fr-no_ner-no_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280124	pred (uploaded)	gold (uploaded)	35.89	0.37	0.4	0.67	0.43	0	2022-09-28 14:46:14	1.2.7
QALD9Plus-MT	fr	['no_ner', 'no_el', 'nllb_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-no_ner-no_el-nllb_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	bcd00661e3094badbbe3c76b7b6c20e3QALD9Plus-MT_fr-no_ner-no_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280125	pred (uploaded)	gold (uploaded)	44.89	0.46	0.43	0.72	0.36	0	2022-09-28 14:46:24	1.2.7
QALD9Plus-MT	fr	['no_ner', 'no_el', 'mbart_mt']	QALD9Plus-MT_fr-en_gold_file	pred_results/QALD9Plus-MT_fr-no_ner-no_el-mbart_mt	21722f3e1d674b3db3f97d5941c6edc9QALD9Plus-MT_fr-en_gold_file.txt	81ddd7192f2c4e099987b481405ea76dQALD9Plus-MT_fr-no_ner-no_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280126	pred (uploaded)	gold (uploaded)	40.64	0.4	0.39	0.66	0.44	0	2022-09-28 14:46:34	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mag_el', 'libre_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mag_el-libre_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	7706dfd8424147aa93e28fc7782ffd19QALD9PlusTrain-MT_de-babelscape_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280127	pred (uploaded)	gold (uploaded)	20.36	0.2	0.34	0.51	0.63	0	2022-09-28 14:46:45	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mag_el', 'opus_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mag_el-opus_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	2b0eb390cf9849cbba9842c73d2727f2QALD9PlusTrain-MT_de-babelscape_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280128	pred (uploaded)	gold (uploaded)	36.93	0.37	0.38	0.64	0.46	0	2022-09-28 14:46:55	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mag_el', 'nllb_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mag_el-nllb_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	1270b8de1ef34151b1e4984a4adab5b5QALD9PlusTrain-MT_de-babelscape_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280129	pred (uploaded)	gold (uploaded)	38.86	0.39	0.4	0.65	0.46	0	2022-09-28 14:47:05	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mag_el', 'mbart_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mag_el-mbart_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	a60ca42f738d4f10a59e826d77f9c3f0QALD9PlusTrain-MT_de-babelscape_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280130	pred (uploaded)	gold (uploaded)	35.08	0.35	0.38	0.64	0.47	0	2022-09-28 14:47:15	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mgenre_el', 'libre_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-libre_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	7695120fe7b0421580753c3ba72bb529QALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280131	pred (uploaded)	gold (uploaded)	19.62	0.2	0.35	0.51	0.62	0	2022-09-28 14:47:25	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mgenre_el', 'opus_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-opus_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	367660aeee6c40f3b8d26b2837cd3849QALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280132	pred (uploaded)	gold (uploaded)	37.48	0.38	0.39	0.65	0.45	0	2022-09-28 14:47:35	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mgenre_el', 'nllb_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-nllb_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	855a7e85ae184533a9ccbd2e481ce096QALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280133	pred (uploaded)	gold (uploaded)	38.87	0.39	0.4	0.65	0.44	0	2022-09-28 14:47:45	1.2.7
QALD9PlusTrain-MT	de	['babelscape_ner', 'mgenre_el', 'mbart_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-mbart_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	e4eab4de927242ba95cc82ebb1c2d57cQALD9PlusTrain-MT_de-babelscape_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280134	pred (uploaded)	gold (uploaded)	35.85	0.36	0.38	0.64	0.46	0	2022-09-28 14:47:55	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mag_el', 'libre_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mag_el-libre_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	c2a9e6dcbf1f413a8cd8b1d01b4c0054QALD9PlusTrain-MT_de-flair_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280135	pred (uploaded)	gold (uploaded)	20.53	0.21	0.35	0.51	0.62	0	2022-09-28 14:48:05	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mag_el', 'opus_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mag_el-opus_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	5146f4f8385641348c9b35bfb30b25c4QALD9PlusTrain-MT_de-flair_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280136	pred (uploaded)	gold (uploaded)	37.04	0.37	0.38	0.65	0.45	0	2022-09-28 14:48:15	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mag_el', 'nllb_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mag_el-nllb_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	4ff2c9927c274794943a18197ebe1c77QALD9PlusTrain-MT_de-flair_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280137	pred (uploaded)	gold (uploaded)	38.44	0.39	0.4	0.65	0.45	0	2022-09-28 14:48:26	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mag_el', 'mbart_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mag_el-mbart_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	37277a36dff84142b3d6f7a477845ffbQALD9PlusTrain-MT_de-flair_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280138	pred (uploaded)	gold (uploaded)	35.24	0.35	0.38	0.64	0.46	0	2022-09-28 14:48:36	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mgenre_el', 'libre_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mgenre_el-libre_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	3648ad9ce29c4c4d9bd77facdca67711QALD9PlusTrain-MT_de-flair_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280139	pred (uploaded)	gold (uploaded)	20.8	0.21	0.35	0.51	0.61	0	2022-09-28 14:48:46	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mgenre_el', 'opus_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mgenre_el-opus_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	de4abdb30e1f44d684db761bc4ec29d2QALD9PlusTrain-MT_de-flair_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280140	pred (uploaded)	gold (uploaded)	37.78	0.38	0.39	0.65	0.44	0	2022-09-28 14:48:56	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mgenre_el', 'nllb_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mgenre_el-nllb_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	845a980e5698411997ccdf528e8445c8QALD9PlusTrain-MT_de-flair_ner-mgenre_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280141	pred (uploaded)	gold (uploaded)	38.87	0.39	0.4	0.65	0.44	0	2022-09-28 14:49:06	1.2.7
QALD9PlusTrain-MT	de	['flair_ner', 'mgenre_el', 'mbart_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-flair_ner-mgenre_el-mbart_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	ee2982183e544e5bb2f1c52de64013c0QALD9PlusTrain-MT_de-flair_ner-mgenre_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280142	pred (uploaded)	gold (uploaded)	35.96	0.36	0.38	0.65	0.45	0	2022-09-28 14:49:17	1.2.7
QALD9PlusTrain-MT	de	['davlan_ner', 'mag_el', 'libre_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-davlan_ner-mag_el-libre_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	fc9d9b65d03a489d8b9b2563b20db3fdQALD9PlusTrain-MT_de-davlan_ner-mag_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280143	pred (uploaded)	gold (uploaded)	20.69	0.21	0.35	0.51	0.62	0	2022-09-28 14:49:26	1.2.7
QALD9PlusTrain-MT	de	['davlan_ner', 'mag_el', 'opus_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-davlan_ner-mag_el-opus_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	19d74518334a47dfa295f30d432ed7e2QALD9PlusTrain-MT_de-davlan_ner-mag_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280144	pred (uploaded)	gold (uploaded)	37.03	0.37	0.38	0.65	0.46	0	2022-09-28 14:49:36	1.2.7
QALD9PlusTrain-MT	de	['davlan_ner', 'mag_el', 'nllb_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-davlan_ner-mag_el-nllb_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	2111d61111bd40889461322f60b4c5e8QALD9PlusTrain-MT_de-davlan_ner-mag_el-nllb_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280145	pred (uploaded)	gold (uploaded)	38.47	0.39	0.4	0.65	0.45	0	2022-09-28 14:49:46	1.2.7
QALD9PlusTrain-MT	de	['davlan_ner', 'mag_el', 'mbart_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-davlan_ner-mag_el-mbart_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	5eab9158f3f2447484f155c1a1aa1fa4QALD9PlusTrain-MT_de-davlan_ner-mag_el-mbart_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280146	pred (uploaded)	gold (uploaded)	35.33	0.35	0.38	0.64	0.47	0	2022-09-28 14:49:56	1.2.7
QALD9PlusTrain-MT	de	['davlan_ner', 'mgenre_el', 'libre_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-davlan_ner-mgenre_el-libre_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	b0f078bf81eb4576a1c27c141ef9e8eeQALD9PlusTrain-MT_de-davlan_ner-mgenre_el-libre_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280147	pred (uploaded)	gold (uploaded)	20.73	0.21	0.35	0.51	0.61	0	2022-09-28 14:50:06	1.2.7
QALD9PlusTrain-MT	de	['davlan_ner', 'mgenre_el', 'opus_mt']	QALD9PlusTrain-MT_de-en_gold_file	pred_results/QALD9PlusTrain-MT_de-davlan_ner-mgenre_el-opus_mt	4b932dc4380f4738a306ec521aebe1feQALD9PlusTrain-MT_de-en_gold_file.txt	b8f150649e3e4de095060ec0268fde8cQALD9PlusTrain-MT_de-davlan_ner-mgenre_el-opus_mt.txt	https://beng.dice-research.org/gerbil/experiment?id=202209280148	pred (uploaded)	gold (uploaded)	38.17	0.38	0.39	0.66	0.44	0	2022-09-28 14:50:17	1.2.7
